0 0 0 0.000000E+00
0 0 1 0.000000E+00
0 0 2 0.000000E+00
0 0 3 0.000000E+00
0 0 4 0.000000E+00
0 0 5 0.000000E+00
0 0 6 0.000000E+00
0 0 7 0.000000E+00
0 0 8 0.000000E+00
0 0 9 0.000000E+00
0 1 0 0.000000E+00
0 1 1 0.000000E+00
0 1 2 0.000000E+00
0 1 3 1.562354E-03
0 1 4 1.846556E-03
0 1 5 1.846556E-03
0 1 6 1.562354E-03
0 1 7 0.000000E+00
0 1 8 0.000000E+00
0 1 9 0.000000E+00
0 2 0 0.000000E+00
0 2 1 0.000000E+00
0 2 2 3.970491E-03
0 2 3 4.507888E-02
0 2 4 5.073976E-02
0 2 5 5.073975E-02
0 2 6 4.507886E-02
0 2 7 3.970488E-03
0 2 8 0.000000E+00
0 2 9 0.000000E+00
0 3 0 0.000000E+00
0 3 1 1.507231E-03
0 3 2 4.456598E-02
0 3 3 3.619554E-01
0 3 4 4.030704E-01
0 3 5 4.030703E-01
0 3 6 3.619552E-01
0 3 7 4.456595E-02
0 3 8 1.507229E-03
0 3 9 0.000000E+00
0 4 0 0.000000E+00
0 4 1 1.770826E-03
0 4 2 4.993103E-02
0 4 3 4.012181E-01
0 4 4 4.465050E-01
0 4 5 4.465049E-01
0 4 6 4.012179E-01
0 4 7 4.993099E-02
0 4 8 1.770824E-03
0 4 9 0.000000E+00
0 5 0 0.000000E+00
0 5 1 1.770826E-03
0 5 2 4.993103E-02
0 5 3 4.012181E-01
0 5 4 4.465050E-01
0 5 5 4.465049E-01
0 5 6 4.012179E-01
0 5 7 4.993099E-02
0 5 8 1.770824E-03
0 5 9 0.000000E+00
0 6 0 0.000000E+00
0 6 1 1.507231E-03
0 6 2 4.456598E-02
0 6 3 3.619554E-01
0 6 4 4.030704E-01
0 6 5 4.030703E-01
0 6 6 3.619552E-01
0 6 7 4.456595E-02
0 6 8 1.507229E-03
0 6 9 0.000000E+00
0 7 0 0.000000E+00
0 7 1 0.000000E+00
0 7 2 3.970491E-03
0 7 3 4.507888E-02
0 7 4 5.073976E-02
0 7 5 5.073975E-02
0 7 6 4.507886E-02
0 7 7 3.970488E-03
0 7 8 0.000000E+00
0 7 9 0.000000E+00
0 8 0 0.000000E+00
0 8 1 0.000000E+00
0 8 2 0.000000E+00
0 8 3 1.562354E-03
0 8 4 1.846556E-03
0 8 5 1.846556E-03
0 8 6 1.562354E-03
