0 0.00E+00 
416 7.36E-06 
832 8.36E-06 
1248 9.00E-06 
1664 1.09E-05 
2080 1.63E-05 
2496 3.12E-05 
2912 7.02E-05 
3328 1.66E-04 
3744 3.81E-04 
4160 8.02E-04 
4576 1.48E-03 
4992 2.29E-03 
5408 2.90E-03 
5824 2.99E-03 
6240 2.62E-03 
6656 2.11E-03 
7072 1.71E-03 
7488 1.47E-03 
7904 1.35E-03 
8320 1.30E-03 
8736 1.27E-03 
9152 1.26E-03 
9568 1.25E-03 
9984 1.24E-03 
10400 1.23E-03 
10816 1.22E-03 
11232 1.21E-03 
11648 1.21E-03 
12064 1.20E-03 
12480 1.20E-03 
12896 1.19E-03 
13312 1.19E-03 
13728 1.19E-03 
14144 1.19E-03 
14560 1.18E-03 
14976 1.18E-03 
15392 1.18E-03 
15808 1.18E-03 
16224 1.18E-03 
16640 1.18E-03 
17056 1.18E-03 
