0 0.00E+00 
416 2.86E-04 
832 4.79E-04 
1248 6.26E-04 
1664 7.77E-04 
2080 1.00E-03 
2496 1.38E-03 
2912 2.02E-03 
3328 3.04E-03 
3744 4.54E-03 
4160 6.58E-03 
4576 9.02E-03 
4992 1.15E-02 
5408 1.34E-02 
5824 1.43E-02 
6240 1.41E-02 
6656 1.32E-02 
7072 1.22E-02 
7488 1.13E-02 
7904 1.06E-02 
8320 1.02E-02 
8736 1.00E-02 
9152 9.88E-03 
9568 9.81E-03 
9984 9.75E-03 
10400 9.70E-03 
10816 9.66E-03 
11232 9.63E-03 
11648 9.60E-03 
12064 9.58E-03 
12480 9.56E-03 
12896 9.54E-03 
13312 9.53E-03 
13728 9.51E-03 
14144 9.50E-03 
14560 9.49E-03 
14976 9.49E-03 
15392 9.48E-03 
15808 9.47E-03 
16224 9.47E-03 
16640 9.46E-03 
17056 9.46E-03 
